customerId,products
852,15|77|146|146|256|67|220|260
854,62|185|185|185|85
857,18|18|186|180|76|116|13|12|18|145
4239,101|77|136|61
4240,116|116|67|67|67|144|25
867,151
884,278
885,14|206|1
886,12
4244,116|116
4246,293
905,124
911,4
913,299
929,150|19|106|47|85|17|187|39
936,38|38|38|14|70|70|8|8|8
951,81
956,188|67
4256,37|37|37|12|12|12|117|17
962,222
983,63
4261,46|109|118|118|6|46|6|219|6|215
999,61
1013,37|37|37
1014,152
1021,44
1028,17|17
1031,152
172,253|253|253|211|211|211|278|278
1043,87|87|150|6|6|114|164|188|46
4270,175
1056,74|74|150|150|150|175
1065,57|13|61|188|6|6|91|7|265
4274,254
1086,59|17|62|19|187|47|19|17|187|188
181,185|187|187|187|85
1093,59
1094,62|70|70|70
1107,245|245
1126,299
1135,57|2|153|73|24|24
4266,6|6|6|74|74|57
4287,20
1182,115|115|150
1187,77|19
4294,62|116
1221,150
1223,85|278
1224,19|19|85|85|85|187|185
1244,85|185
4304,17|17
1264,12
1267,277|294|117|117|209
1279,67|67
1284,151|64|64|276
1311,195|110
1326,214|184|184
4317,289|289|289|126|115
1337,57|139
1351,2
1355,8|261|38
1358,138|138|138|70|67|62
1364,136|228|151|181|148|209|2
182,19|19
1376,209|117
1381,231
1393,164|40
1396,36|180|2|48|253|253|253|35|8
1402,195|7
1405,262|262|106|187|187|19|19|85
1409,227
1425,66|16|175|175|265|265
1433,66|25|184|184
1437,97
1445,116|116|138|188|70|17|16|16
1458,106|263|19
1516,151|188|62
1524,62|172
1525,146
1527,46
1570,70|70|70
1578,19|102
1585,16|286|55|62|4|7|116|81|67|209
1634,46|180
1635,71
1654,152
1657,2
1669,251|281|254
1675,7
1689,185|185|187|187|85|85
1691,63|63
4149,17
1734,7|7
4151,97
1789,209|201|55
1797,17|8
1823,181
1832,179|179
1844,151|218|218|76|7|7|273|13|13
1860,275
1866,115|278|47|297
1870,175|25
4154,179|166
1881,31|31|92
1886,9|50|2
1893,150|143|143
1904,172|88|88
1917,297|68|68|68
1937,40|118|118|118
1944,7|7|2|149
1976,79
1984,177|177|177
2011,85|85|141|27|185|185|19|161|195
2019,267|267
2034,114|278|224
2041,175|183
2042,2
2047,1|117|117|57|56
2098,49|36|264|8|194|194|190|48
2100,141|66
2108,18|25|152
2120,4|16
2122,11|227|199|206|286|175|86|8|20|152
2140,227|152|19|19|184|184|184|15|15
4163,162|25|160|278|13|281|102
2175,7|275|275|47
2194,117|117|117
2202,3|3
2230,84|79
2237,188|18|18|237|175|38|25
2247,17
2268,17
2297,20|133|251|278|278|224|101
2317,102|89|62|116|278|278|70|97
2345,135
2386,166
2404,2
2405,32|126
2407,6
2410,19|14|14|252|252|252|253|253|253
2424,184|25|102|102
2428,33
2429,17|62|57|67|70|70|57|82|17|62
4309,268|268
2451,85|85|85|172|180|185|185
2467,116|138|143|143|160|62
2478,175|46|15|47|224|85|187|104|2|164
2482,281|181|181|172
2486,49|49|239
2531,97|275|275|7|233
2557,20|262|262|262
2584,122|297|210
2591,6|6|114|224|25|20
2663,117|117|117
2664,119|119|188|2|67|67|114
2699,2|2
2700,7|24
2762,278|84
2774,294|294
2786,117|117|117
2801,277
4185,25
